globaleventid,sqldate,monthyear,year,fractiondate,actor1code,actor1name,actor1countrycode,actor1knowngroupcode,actor1ethniccode,actor1religion1code,actor1religion2code,actor1type1code,actor1type2code,actor1type3code,actor2code,actor2name,actor2countrycode,actor2knowngroupcode,actor2ethniccode,actor2religion1code,actor2religion2code,actor2type1code,actor2type2code,actor2type3code,isrootevent,eventcode,eventbasecode,eventrootcode,quadclass,goldsteinscale,nummentions,numsources,numarticles,avgtone,actor1geo_type,actor1geo_fullname,actor1geo_countrycode,actor1geo_adm1code,actor1geo_lat,actor1geo_long,actor1geo_featureid,actor2geo_type,actor2geo_fullname,actor2geo_countrycode,actor2geo_adm1code,actor2geo_lat,actor2geo_long,actor2geo_featureid,actiongeo_type,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_lat,actiongeo_long,actiongeo_featureid,dateadded,sourceurl,cameoeventcode,cameoevent,cameobaseeventcode,cameobaseevent,cameorooteventcode,cameorootevent
455609954,20150806,201508,2015,2015.5918,USA,CALIFORNIA,USA,,,,,,,,USAGOV,CALIFORNIA,USA,,,,,GOV,,,1,16,16,1,1,-2,3,1,3,-10.63829787,3,"Redlands, California, United States",US,USCA,34.0556,-117.183,252966,3,"Redlands, California, United States",US,USCA,34.0556,-117.183,252966,3,"Redlands, California, United States",US,USCA,34.0556,-117.183,252966,20150806,http://www.greenfieldreporter.com/view/story/481766275c8545be8c4129268ce0705e/CA--Love-Triangle-Killing,16,Deny responsibility,16,Deny responsibility,1,MAKE PUBLIC STATEMENT
476241322,20151015,201510,2015,2015.7808,RUS,RUSSIAN,RUS,,,,,,,,,,,,,,,,,,0,12,12,1,1,-0.4,4,4,4,-6.993000312,1,Russia,RS,RS,60,100,RS,0,,,,,,,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20151015,http://www.panarmenian.net/eng/news/198951/,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
479938874,20151029,201510,2015,2015.8192,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,1,12,12,1,1,-0.4,6,1,6,-2.923976608,4,"Wang Tao, Shanxi, China",CH,CH24,36.8667,112.15,-1930009,0,,,,,,,4,"Wang Tao, Shanxi, China",CH,CH24,36.8667,112.15,-1930009,20151029,http://www.ejinsight.com/20151029-julius-baer-warns-of-debt-risk-to-china-growth/,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
535194222,20160428,201604,2016,2016.3233,MLT,MALTA,MLT,,,,,,,,,,,,,,,,,,1,12,12,1,1,-0.4,10,1,10,0,1,Malta,MT,MT,35.8333,14.5833,MT,0,,,,,,,1,Malta,MT,MT,35.8333,14.5833,MT,20160428,http://www.timesofmalta.com/articles/view/20160428/local/be-wary-of-global-intergold-says-mfsa.610357,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
535218090,20160428,201604,2016,2016.3233,USA,UNITED STATES,USA,,,,,,,,COP,DEPUTY,,,,,,COP,,,1,182,182,18,4,-9.5,16,1,16,-7.260726073,3,"Dodge County, Minnesota, United States",US,USMN,44.0333,-92.8669,659465,3,"Dodge County, Minnesota, United States",US,USMN,44.0333,-92.8669,659465,3,"Dodge County, Minnesota, United States",US,USMN,44.0333,-92.8669,659465,20160428,http://www.KAALtv.com/news/olmsted-county-sheriff-deputy-injured-hayfield-shooting-/4120298/?cat=10151,182,"Physically assault, not specified below",182,"Physically assault, not specified below",18,ASSAULT
484113684,20151112,201511,2015,2015.8548,NGOPALHRI,AL HAQ,,,PAL,,,NGO,HRI,,IGOUNO,THE UN,,UNO,,,,IGO,,,0,106,106,10,3,-5,3,3,3,-3.097987415,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,1,Jordan,JO,JO,31,36,JO,20151112,http://www.imra.org.il/story.php3?id=68967,,,,,10,DEMAND
506581945,20160128,201601,2016,2016.0767,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,12,12,1,1,-0.4,2,1,2,-4.591836735,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,0,,,,,,,2,"Nevada, United States",US,USNV,38.4199,-117.122,NV,20160128,http://www.mortgagenewsdaily.com/01272016_corelogic_distressed_sales.asp,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
515291408,20160225,201602,2016,2016.1507,idg,INDIGENOUS,,,idg,,,,,,CHRCTH,THE POPE,,,,CHR,CTH,,,,0,56,56,5,1,7,24,1,24,-1.526235582,4,"San Cristobal, Méco, Mexico",MX,MX15,19.6011,-99.0525,-1661106,4,"San Cristobal, Méco, Mexico",MX,MX15,19.6011,-99.0525,-1661106,4,"San Cristobal, Méco, Mexico",MX,MX15,19.6011,-99.0525,-1661106,20160225,http://albawwaba.net/2016/02/25/syrias-assad-assures-putin-in-phone-call-on-truce-details.html,56,Forgive,56,Forgive,5,ENGAGE IN DIPLOMATIC COOPERATION
537460051,20160505,201605,2016,2016.3425,GOV,CHIEF EXECUTIVE,,,,,,GOV,,,EDU,SCHOOL,,,,,,EDU,,,0,12,12,1,1,-0.4,12,2,12,1.149129007,4,"Nkwantanang, Ghana (general), Ghana",GH,GH00,5.68333,-0.166667,-2076858,4,"Madina, Ghana (general), Ghana",GH,GH00,5.68233,-0.164129,-2075733,4,"Madina, Ghana (general), Ghana",GH,GH00,5.68233,-0.164129,-2075733,20160505,http://www.ghanaweb.com/GhanaHomePage/health/Ministry-to-adopt-strategic-plan-to-address-teenage-pregnancy-436331,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
539751557,20160512,201605,2016,2016.3616,USA,UNITED STATES,USA,,,,,,,,CVL,PROPERTY OWNER,,,,,,CVL,,,1,12,12,1,1,-0.4,2,1,2,-1.612903226,3,"Middlebury, Vermont, United States",US,USVT,44.0153,-73.1673,1458435,3,"Middlebury, Vermont, United States",US,USVT,44.0153,-73.1673,1458435,3,"Middlebury, Vermont, United States",US,USVT,44.0153,-73.1673,1458435,20160512,http://www.addisonindependent.com/201605update-sought-middlebury-rr-bridges-project,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
422197878,20150402,201504,2015,2015.2521,MDV,MALE,MDV,,,,,,,,,,,,,,,,,,1,182,182,18,4,-9.5,10,1,10,-9.77443609,0,,,,,,,0,,,,,,,0,,,,,,,20150402,http://www.7newsbelize.com/printstory.php?func=print&nid=32065,182,"Physically assault, not specified below",182,"Physically assault, not specified below",18,ASSAULT
440196875,20150611,201506,2015,2015.4411,GOV,PRIME MINISTER,,,,,,GOV,,,TUR,TURKEY,TUR,,,,,,,,1,12,12,1,1,-0.4,1,1,1,-1.119820829,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20150611,http://www.gmfus.org/blog/2015/06/09/end-pax-erdo%C4%9F,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
469939839,20150924,201509,2015,2015.7233,RUS,RUSSIA,RUS,,,,,,,,MIL,MILITARY,,,,,,MIL,,,0,16,16,1,1,-2,2,1,2,-2.709359606,1,Ukraine,UP,UP,49,32,UP,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20150924,http://www.ibtimes.com/putin-obama-meeting-war-rages-syria-ukraine-world-leaders-discuss-military-campaigns-2112355,16,Deny responsibility,16,Deny responsibility,1,MAKE PUBLIC STATEMENT
474069855,20151008,201510,2015,2015.7616,LEG,CONGRESS,,,,,,LEG,,,,,,,,,,,,,1,12,12,1,1,-0.4,8,1,8,-3.529411765,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,9.08333,7.53333,-1997013,0,,,,,,,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,9.08333,7.53333,-1997013,20151008,http://www.dailytrust.com.ng/news/general/clark-quits-politics-hails-buhari-s-anti-graft-war/114088.html,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
480069580,20151029,201510,2015,2015.8192,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,12,12,1,1,-0.4,4,1,4,0.572246066,3,"Saugus, Massachusetts, United States",US,USMA,42.4648,-71.01,612812,0,,,,,,,3,"Saugus, Massachusetts, United States",US,USMA,42.4648,-71.01,612812,20151029,http://saugus.wickedlocal.com/article/20151029/NEWS/151026030,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
482216342,20151105,201511,2015,2015.8356,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,1,16,16,1,1,-2,6,1,6,-6.790123457,1,Greece,GR,GR,39,22,GR,0,,,,,,,1,Greece,GR,GR,39,22,GR,20151105,http://www.greecepost.com/article/20151105/NEWS/151109751,16,Deny responsibility,16,Deny responsibility,1,MAKE PUBLIC STATEMENT
519652534,20160310,201603,2016,2016.1918,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,0,12,12,1,1,-0.4,8,1,8,-0.186915888,3,"Cape Cod, Massachusetts, United States",US,USMA,41.7001,-70.0328,606914,0,,,,,,,3,"Cape Cod, Massachusetts, United States",US,USMA,41.7001,-70.0328,606914,20160310,http://capecodtoday.com/article/2011/11/15/13672-Local-programs-help-immigrants-learn-read-English,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
548741317,20160609,201606,2016,2016.4356,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,12,12,1,1,-0.4,6,1,6,-2.823529412,5,"Suffolk, Suffolk, United Kingdom",UK,UKN5,52.1667,1,-2609091,0,,,,,,,5,"Suffolk, Suffolk, United Kingdom",UK,UKN5,52.1667,1,-2609091,20160609,http://www.lbc.co.uk/murder-manhunt-appeal-over-suspects-car-131957,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
436790575,20150528,201505,2015,2015.4055,ETH,ETHIOPIA,ETH,,,,,,,,KEN,KENYA,KEN,,,,,,,,1,16,16,1,1,-2,2,1,2,-2.702702703,4,"Moyale, Oromiya, Ethiopia",ET,ET51,3.56917,39.0833,-617716,4,"North Horr, Eastern, Kenya",KE,KE03,3.32131,37.0707,-2259601,4,"Moyale, Oromiya, Ethiopia",ET,ET51,3.56917,39.0833,-617716,20150528,http://www.the-star.co.ke/news/ethiopian-security-officers-injure-two-kenyans-escape-police-rifles-moyale-attack,16,Deny responsibility,16,Deny responsibility,1,MAKE PUBLIC STATEMENT
455449146,20150806,201508,2015,2015.5918,JPN,JAPAN,JPN,,,,,,,,GOV,VICE FOREIGN MINISTER,,,,,,GOV,,,0,12,12,1,1,-0.4,7,7,7,-2.038983376,1,Japan,JA,JA,36,138,JA,1,Japan,JA,JA,36,138,JA,1,Japan,JA,JA,36,138,JA,20150806,http://dc.asianage.com/international/beijing-stops-land-reclamation-south-china-sea-821,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
455452436,20150806,201508,2015,2015.5918,IRN,IRAN,IRN,,,,,,,,SYR,SYRIAN,SYR,,,,,,,,0,12,12,1,1,-0.4,3,3,3,-1.891764429,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20150806,http://news.thaivisa.com/world/turkey-says-extensive-fight-against-is-to-start-soon/110609/,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
494980327,20151217,201512,2015,2015.9507,BRA,BRAZIL,BRA,,,,,,,,KEN,KENYA,KEN,,,,,,,,0,12,12,1,1,-0.4,1,1,1,-0.472813239,1,Brazil,BR,BR,-10,-55,BR,1,Brazil,BR,BR,-10,-55,BR,1,Brazil,BR,BR,-10,-55,BR,20151217,http://www.brics-info.org/china-backs-india-in-fight-against-introduction-of-new-issues-in-wto-talks/,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
526129049,20160331,201603,2016,2016.2493,GOV,CABINET,,,,,,GOV,,,,,,,,,,,,,0,12,12,1,1,-0.4,4,1,4,-2.688860435,4,"Lambeth, Lambeth, United Kingdom",UK,UKH1,51.5,-0.116667,-2600625,0,,,,,,,4,"Lambeth, Lambeth, United Kingdom",UK,UKH1,51.5,-0.116667,-2600625,20160331,http://www.theguardian.com/books/2016/mar/31/lambeth-library-plans-london-budget-cuts-close,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
548665057,20160609,201606,2016,2016.4356,LEG,PARLIAMENT,,,,,,LEG,,,,,,,,,,,,,0,12,12,1,1,-0.4,10,1,10,-6.371681416,4,"Kunduz, Kondoz, Afghanistan",AF,AF24,36.729,68.857,-3381731,0,,,,,,,4,"Kunduz, Kondoz, Afghanistan",AF,AF24,36.729,68.857,-3381731,20160609,as listed in Dari and Pashto/BBC Monitoring/(c) BBC,12,Make pessimistic comment,12,Make pessimistic comment,1,MAKE PUBLIC STATEMENT
555376500,20160630,201606,2016,2016.4932,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,1823,182,18,4,-10,18,8,18,-10.40190186,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Kiryat Arba, West Bank (general), West Bank",WE,WE00,31.5284,35.119,-795853,4,"Kiryat Arba, West Bank (general), West Bank",WE,WE00,31.5284,35.119,-795853,20160630,http://hosted2.ap.org/apdefault/3d281c11a96b4ad082fe88aa0db04305/Article_2016-06-30-ML--Israel-Palestinians/id-459f67d6fa974b04861de17a9f33f971,1823,Kill by physical assault,182,"Physically assault, not specified below",18,ASSAULT
425793933,20150416,201504,2015,2015.2904,USA,NEW YORK,USA,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,10,10,1,1,0,10,1,10,-0.549450549,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20150416,http://www.eastidahonews.com/2015/04/19-kids-and-counting-star-jill-duggar-on-why-she-had-a-c-section/,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
425800855,20150416,201504,2015,2015.2904,idg,INDIGENOUS,,,idg,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,14,14,1,1,0,10,1,10,0.212765957,1,India,IN,IN,20,77,IN,1,India,IN,IN,20,77,IN,1,India,IN,IN,20,77,IN,20150416,http://www.mynewswatchtimesng.com/aon-buhari-given-tips-on-prevention-of-5bn-capital-flight/,14,Consider policy option,14,Consider policy option,1,MAKE PUBLIC STATEMENT
426009251,20150416,201504,2015,2015.2904,USAGUMGOV,GUAM,USA,,,,,GOV,,,,,,,,,,,,,1,10,10,1,1,0,8,1,8,7.65171504,1,Guam,GQ,GQ,13.2613,145.096,GQ,0,,,,,,,1,Guam,GQ,GQ,13.2613,145.096,GQ,20150416,http://www.latinpost.com/articles/48165/20150416/guam-issues-same-sex-marriage-licenses.htm,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
427689247,20150423,201504,2015,2015.3096,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9,4,1,4,-2.653399668,3,"Linn County, Iowa, United States",US,USIA,42.0667,-91.6002,465245,0,,,,,,,3,"Linn County, Iowa, United States",US,USIA,42.0667,-91.6002,465245,20150423,http://thegazette.com/subject/news/cedar-rapids-police-investigators-receive-federal-service-award-20150422,180,"Use unconventional violence, not specified below",180,"Use unconventional violence, not specified below",18,ASSAULT
427696708,20150423,201504,2015,2015.3096,CVL,RESIDENTS,,,,,,CVL,,,USACOP,CLEVELAND,USA,,,,,COP,,,1,18,18,1,1,3.4,5,1,5,-0.8,0,,,,,,,0,,,,,,,0,,,,,,,20150423,http://fox8.com/2015/04/22/residents-meet-to-questions-share-concerns-about-cleveland-police-body-cameras/,18,Make empathetic comment,18,Make empathetic comment,1,MAKE PUBLIC STATEMENT
429763141,20150430,201504,2015,2015.3288,CANEDU,CALGARY,CAN,,,,,EDU,,,CAN,CANADA,CAN,,,,,,,,1,10,10,1,1,0,10,1,10,-1.147227533,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,20150430,http://www.caribbean360.com/news/former-canadian-defence-minister-urges-governments-to-come-clean-on-ufos,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
431443837,20150507,201505,2015,2015.3479,HLH,HOSPITAL,,,,,,HLH,,,USA,UNITED STATES,USA,,,,,,,,0,10,10,1,1,0,2,1,2,-0.499722376,3,"Tom Green County, Texas, United States",US,USTX,31.4002,-100.467,1384011,3,"Tom Green County, Texas, United States",US,USTX,31.4002,-100.467,1384011,3,"Tom Green County, Texas, United States",US,USTX,31.4002,-100.467,1384011,20150507,http://sanangelolive.com/news/county/2015-05-07/county-denounces-conspiracy-theories-approves-jade-helm-15,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
434950884,20150521,201505,2015,2015.3863,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,10,10,1,1,0,2,1,2,-2.864938608,4,"Hyderabad, Andhra Pradesh, India",IN,IN02,17.3753,78.4744,-2097701,0,,,,,,,4,"Karachi, Sindh, Pakistan",PK,PK05,24.8667,67.05,-2764584,20150521,http://tribune.com.pk/story/889730/mistaken-identity-hyd-police-half-fry-man-in-apparent-encounter/,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
436644509,20150528,201505,2015,2015.4055,NZLJUD,AUCKLAND,NZL,,,,,JUD,,,,,,,,,,,,,1,10,10,1,1,0,10,1,10,0.553505535,0,,,,,,,0,,,,,,,0,,,,,,,20150528,http://www.stuff.co.nz/auckland/local-news/68932201/teen-who-allegedly-had-sex-with-social-worker-said-he-was-in-love-with-the-woman.html,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
436660260,20150528,201505,2015,2015.4055,MIL,CARRIER,,,,,,MIL,,,MNCUSA,MICROSOFT,USA,,,,,MNC,,,1,10,10,1,1,0,8,1,8,1.909307876,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20150528,"http://www.crn.com.au/News/404495,how-optus-will-bridge-azure-aws-cisco-and-more.aspx",10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
436676355,20150528,201505,2015,2015.4055,GOV,PRESIDENT,,,,,,GOV,,,IGOUNOGOV,THE UN,,UNO,,,,IGO,GOV,,1,10,10,1,1,0,10,1,10,-1.57480315,1,Armenia,AM,AM,40,45,AM,1,Armenia,AM,AM,40,45,AM,1,Armenia,AM,AM,40,45,AM,20150528,http://news.az/articles/official/98335,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
436797395,20150528,201505,2015,2015.4055,CAN,CANADA,CAN,,,,,,,,MDV,MALE,MDV,,,,,,,,1,10,10,1,1,0,4,1,4,-9.489051095,4,"Muskoka, Ontario, Canada",CA,CA08,45,-79.3,-569815,4,"Muskoka, Ontario, Canada",CA,CA08,45,-79.3,-569815,4,"Muskoka, Ontario, Canada",CA,CA08,45,-79.3,-569815,20150528,http://www.muskokaregion.com/news-story/5649443-violent-offender-sought-by-police/,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
438338497,20150604,201506,2015,2015.4219,KHMCVL,CAMBODIAN,KHM,,,,,CVL,,,,,,,,,,,,,1,50,50,5,1,3.5,6,1,6,-2.782071097,4,"Phnom Penh, (CB11), Cambodia",CB,CB11,11.55,104.917,-1033783,0,,,,,,,4,"Phnom Penh, (CB11), Cambodia",CB,CB11,11.55,104.917,-1033783,20150604,http://www.khmertimeskh.com/news/11918/how-to-turn-around-cambodia---s-litter-problem/,50,"Engage in diplomatic cooperation, not specified below",50,"Engage in diplomatic cooperation, not specified below",5,ENGAGE IN DIPLOMATIC COOPERATION
441817242,20150618,201506,2015,2015.4603,CAN,TORONTO,CAN,,,,,,,,CRM,SEX WORKER,,,,,,CRM,,,0,180,180,18,4,-9,6,1,6,-4.081632653,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20150618,http://www.thecoast.ca/halifax/sex-work-in-the-shadows/Content?oid=1223991,180,"Use unconventional violence, not specified below",180,"Use unconventional violence, not specified below",18,ASSAULT
449721635,20150716,201507,2015,2015.537,SAUGOV,ABDULLAH,SAU,,,,,GOV,,,,,,,,,,,,,0,10,10,1,1,0,6,1,6,0,1,Afghanistan,AF,AF,33,65,AF,0,,,,,,,1,Afghanistan,AF,AF,33,65,AF,20150716,http://www.tolonews.com/en/afghanistan/20483-nug-announces-successful-formation-of-electoral-reform-commission,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
453514227,20150730,201507,2015,2015.5753,MOS,IMAM,,,,MOS,,,,,GMB,GAMBIA,GMB,,,,,,,,1,10,10,1,1,0,16,1,16,-3.707569604,4,"Banjul, Banjul, Gambia",GA,GA01,13.4531,-16.5775,-1199434,4,"Banjul, Banjul, Gambia",GA,GA01,13.4531,-16.5775,-1199434,4,"Banjul, Banjul, Gambia",GA,GA01,13.4531,-16.5775,-1199434,20150730,http://www.freedomnewspaper.com/Homepage/tabid/36/newsid367/11073/IMAM-BABA-LEIGH-SAYS-JAMMEH-OF-THE-GAMBIA-IS-MORE-LETHAL-THAN-ADOLF-HITLER-AND-STALIN-OF-THE-THEN-USSR-COMBINED/Default.aspx,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
455598085,20150806,201508,2015,2015.5918,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9,10,3,10,-7.042756204,2,"Maine, United States",US,USME,44.6074,-69.3977,ME,0,,,,,,,2,"Maine, United States",US,USME,44.6074,-69.3977,ME,20150806,http://foxreno.com/template/inews_wire/wires.national/304e2285-www.foxreno.com.shtml,180,"Use unconventional violence, not specified below",180,"Use unconventional violence, not specified below",18,ASSAULT
457611320,20150813,201508,2015,2015.611,MED,MEDIA,,,,,,MED,,,GOV,MAYOR,,,,,,GOV,,,1,10,10,1,1,0,2,1,2,-0.974025974,3,"Brooklyn, Missouri, United States",US,USMO,40.3983,-94.0408,730062,3,"Brooklyn, Missouri, United States",US,USMO,40.3983,-94.0408,730062,3,"Brooklyn, Missouri, United States",US,USMO,40.3983,-94.0408,730062,20150813,http://money.cnn.com/2015/08/13/media/straight-outta-compton-security/,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
459311464,20140820,201408,2014,2014.6301,JPN,JAPAN,JPN,,,,,,,,,,,,,,,,,,1,90,90,9,2,-2,4,1,4,0,4,"Tokyo, Tokyo, Japan",JA,JA40,35.685,139.751,-246227,0,,,,,,,4,"Tokyo, Tokyo, Japan",JA,JA40,35.685,139.751,-246227,20150820,http://thehimalayantimes.com/business/arora-eyes-shares/,90,"Investigate, not specified below",90,"Investigate, not specified below",9,INVESTIGATE
459316760,20150820,201508,2015,2015.6301,CVL,CIVIL SOCIETY,,,,,,CVL,,,MIL,ARMED FORCES,,,,,,MIL,,,0,1044,104,10,3,-5,18,1,18,2.164894598,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20150820,"National Afghanistan TV, Kabul/BBC Monitoring/(c) BBC",1044,"Demand change in institutions, regime",104,"Demand political reform, not specified below",10,DEMAND
459473588,20150820,201508,2015,2015.6301,CUB,CUBAN,CUB,,,,,,,,USA,AMERICAN,USA,,,,,,,,1,54,54,5,1,6,6,1,6,2.081598668,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,23.1319,-82.3642,-1628751,1,United States,US,US,38,-97,US,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,23.1319,-82.3642,-1628751,20150820,http://easthamptonstar.com/Lead-article/2015820/Child-Cuba-Hand-Embassy-Reopening,54,Grant diplomatic recognition,54,Grant diplomatic recognition,5,ENGAGE IN DIPLOMATIC COOPERATION
465466819,20150910,201509,2015,2015.6849,USA,CHICAGO,USA,,,,,,,,CRM,ASSAILANT,,,,,,CRM,,,1,180,180,18,4,-9,33,8,33,-13.50745993,2,"Wisconsin, United States",US,USWI,44.2563,-89.6385,WI,2,"Wisconsin, United States",US,USWI,44.2563,-89.6385,WI,2,"Wisconsin, United States",US,USWI,44.2563,-89.6385,WI,20150910,http://www.business-standard.com/article/pti-stories/elderly-sikh-american-called-bin-laden-brutally-assaulted-115091000157_1.html,180,"Use unconventional violence, not specified below",180,"Use unconventional violence, not specified below",18,ASSAULT
422210479,20150402,201504,2015,2015.2521,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,90,90,9,2,-2,32,2,32,-4.238953677,3,"Silver Bow, Montana, United States",US,USMT,46.0035,-112.668,790495,0,,,,,,,3,"Silver Bow, Montana, United States",US,USMT,46.0035,-112.668,790495,20150402,http://mtstandard.com/news/local/county-begins-testing-of-asbestos-on-workers/article_3a4c8ca5-d480-56e0-9a2c-430cf2e21a10.html,90,"Investigate, not specified below",90,"Investigate, not specified below",9,INVESTIGATE
469924632,20150924,201509,2015,2015.7233,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9,2,2,2,-9.117475161,3,"Clarksdale, Mississippi, United States",US,USMS,34.2001,-90.5709,666084,0,,,,,,,3,"Clarksdale, Mississippi, United States",US,USMS,34.2001,-90.5709,666084,20150924,http://www.wmcactionnews5.com/story/30105503/clarksdale-caregiver-charged-with-assaulting-and-threatening-elderly-woman,180,"Use unconventional violence, not specified below",180,"Use unconventional violence, not specified below",18,ASSAULT
424000670,20150409,201504,2015,2015.2712,MED,WEBSITE,,,,,,MED,,,,,,,,,,,,,1,10,10,1,1,0,10,1,10,2.768729642,3,"Calvary Baptist Church, District of Columbia, United States",US,USDC,38.8996,-77.0228,529501,0,,,,,,,3,"Calvary Baptist Church, District of Columbia, United States",US,USDC,38.8996,-77.0228,529501,20150409,http://www.edgefieldadvertiser.com/2015/04/here-and-there-4-9-15/,10,"Make statement, not specified below",10,"Make statement, not specified below",1,MAKE PUBLIC STATEMENT
